,_id,mid,msg_type,cont,nfwd,sname,uid,r_mid,r_uid,pt,nlike
123,6008f408d3af15d6b3f96ab5,1348804250084593664,3,"RT @annamerlan: Absolutely eye popping number of confirmed COVID cases — 203– at the Fashion Nova distribution center in Santa Fe Springs,…",0,mat,11113,1348802649164967938,112017297,1610414967000,-1
124,600c64738e8b968c4dd65f59,1334182237584064512,1,The Mafia Is Probably Going To Try To Get Their Hands On The COVID Vaccine https://t.co/DlkTnIM4AI via @juliareinstein,0,mat,11113,,,1606928808000,-1
125,60259cd3e5ec2aea1596f35d,1357438082824302594,1,"""Home Alone 2"" Actor Donald Trump Resigned From The Screen Actors Guild In The Pettiest Letter https://t.co/BMZwPzvllI via @juliareinstein",0,mat,11113,,,1612473433000,-1
126,6025c1c8e5ec2aea159b42fc,1357726302028013573,1,"Nursing Homes Are Seeing COVID-19 Cases Drop Due To Vaccines, Federal Officials Say https://t.co/kosdzIIGEi via @dvergano",0,mat,11113,,,1612542150000,-1
127,6025e09fe5ec2aea15a2afef,1357864321510871040,3,RT @mmasnick: This is hilarious.,0,mat,11113,1357862127185235974,1270191,1612575056000,-1
128,6025f1c6e5ec2aea15aaa760,1357876742485020674,3,RT @JasonLeopold: 🔥 SCOOP by @RMac18 & @RosieGray: Parler Wanted Donald Trump On Its Site. Trump’s Company Wanted A Stake. https://t.co/2Pd…,0,mat,11113,1357851229880160257,17094311,1612578018000,-1
129,6025ff9ce5ec2aea15b16072,1357811789124149250,3,"RT @RMac18: Donald Trump was looking to join Parler. Before he joined, however, the Trump Organization wanted a stake in the company. In ne…",0,mat,11113,1357809297791459330,47191293,1612562532000,-1
130,6026ed65e5ec2aea15bc741d,1358068389114048519,3,RT @maggieNYT: Donald Trump’s Business Sought A Stake In Parler Before He Would Join.  https://t.co/yKwIxThbmr,0,mat,11113,1357816313461288962,93069110,1612623710000,-1
131,6026ef28e5ec2aea15bcb526,1357732153321209856,1,Opinion: I’m A Public Defender. My Clients Keep Getting COVID-19 While Incarcerated. https://t.co/S7TqFIeuDP via @BuzzFeedNews,1,mat,11113,,,1612543545000,-1
132,6030547fe5ec2aea15c485fc,1360371136765198337,3,"RT @virginiahughes: “The problem is that vaccines are biological products, not tires or beer bottles that can be made by switching out mold…",0,mat,11113,1360370727355092998,17042078,1613172728000,-1
133,60315e3de5ec2aea15e438df,1362646331131527172,3,"RT @jaravis: Most top metros are in the red covid tier per CDC, but schools are open (hybrid or full-time).SF is the ONLY top metro in th…",0,mat,11113,1362367175495880711,17723303,1613715176000,-1
134,6041bcffdfe1d34b1da97b97,1366883782171656195,1,Dolly Parton received a dose of the COVID vaccine she helped to fund https://t.co/TjCkJ7HFKp via @davidmackau,0,mat,11113,,,1614725463000,-1
135,6054b0a6dfe1d34b1dbe19db,1371577915456942080,3,"RT @davidakaye: when i tap in ""covid"" as an @amazon book search, the 3 out of 4 that appear on top are denialist & conspiracist. as @cward1…",0,mat,11113,1371573369892708363,586960773,1615844632000,-1
136,605addbddfe1d34b1d0914dc,1371911237135568897,1,A Native American Tribe In Oklahoma Denied Black Citizens COVID-19 Vaccines And Financial Relief https://t.co/tEk5kd3mOn via @josephvlee,0,mat,11113,,,1615924102000,-1
137,60865125dfe1d34b1d28663e,1384228949249585153,3,RT @davidmackau: Were you successfully able to convince a loved one who had been hesitant to get a covid vaccine? What worked and what didn…,0,mat,11113,1384228560366280709,304932002,1618860873000,-1
138,608720fddfe1d34b1d3dace4,1384536115143593992,1,Experts Predict A Slutty Summer — And An STI Spike https://t.co/yMKBjrdPkR,0,mat,11113,,,1618934107000,-1
139,608aa027dfe1d34b1d5cb950,1385062920774569984,3,"RT @millie: “If you spoke to any young Vietnamese American now, they’ll probably talk about how horrified they are about what their parents…",0,mat,11113,1385062672782307329,23803,1619059708000,-1
140,608dfd12dfe1d34b1d785c95,1387171420275314690,3,RT @mmcphate: That soft green color means California now has the lowest Covid case rate in the country. https://t.co/dglWilPq3V https://t…,0,mat,11113,1387135224795041794,11136082,1619562413000,-1
141,608e5702dfe1d34b1d813e3a,1385616495854587907,3,"RT @scottlucas: Donald Trump Is Gone, But QAnon’s Sex Trafficking Conspiracies Are Here To Stay https://t.co/8p6cvFd7ns",0,mat,11113,1385615456208261124,807257672,1619191690000,-1
142,609ee23c578a140fa4b4149e,1391859906274267138,1,"“In San Francisco, where there are more than 8,000 people experiencing homelessness on a given night… no requests h… https://t.co/HqHu6AF1sR",0,mat,11113,,,2021-05-10 20:57:15,-1
